time,x,y,z,H,W
0.0,-0.9841105350603517,-0.13685645666432267,-0.11312278750328843,3,7
0.25,-0.9839992639661425,-0.1437026103200747,-0.10533284531088426,3,7
0.5,-0.9851661738734546,-0.13963908525572716,-0.09974234669628437,3,7
0.75,-0.9888462735981753,0.09589541667042095,0.11396102953469903,4,8
1.0,-0.9565393749206986,0.09680606716360499,0.2750654641837735,4,8
1.25,-0.9333767890491598,0.06723905575794902,0.3525431591239008,4,8
1.5,-0.8520330960046164,0.0432512333992413,0.5216981254731823,4,9
1.75,-0.6834148724066972,0.04054800662988734,0.7289032661002973,4,10
2.0,-0.545480527760595,0.05338764301510671,0.8364213970286236,4,10
2.25,-0.47915623103464483,0.056763839272770185,0.8758922152934626,4,10
2.5,-0.4202053089133187,0.05655294614090839,0.9056650940849194,4,10
2.75,-0.3490588799464992,0.052217371150998684,0.9356448281696289,4,11
3.0,-0.23429602743618164,0.03409113646459028,0.9715673759149062,4,11
3.25,-0.1808801493072945,0.03403598529719008,0.9829160306411836,4,11
3.5,-0.1862670971200429,0.03947689513499674,0.9817057315107074,4,11
3.75,-0.26181547488023443,0.03303010049507131,0.9645525748109965,4,11
4.0,-0.508446626296627,0.06896020995885374,0.8583277448911978,4,10
4.25,-0.6985356589534709,0.09559698135838873,0.7091608776050776,4,10
4.5,-0.7582190726851601,0.10608903837199307,0.6433109308520737,4,9
4.75,-0.814092056305779,0.12125797341627488,0.56793540807279,5,9
5.0,-0.8068949177822139,0.12402494774229728,0.5775278382855273,5,9
5.25,-0.7819229930388396,0.12123904252530648,0.6114716081100819,5,9
5.5,-0.7515163527848937,0.11773844954116502,0.6491231231411603,5,9
5.75,-0.7224193911499113,0.11319308602446408,0.6821272231533132,5,9
6.0,-0.6733926203822396,0.10722063461273107,0.7314684643427797,4,10
6.25,-0.6339447429777951,0.10138792991304173,0.7667036914732871,4,10
6.5,-0.642832978687202,0.09559231241955403,0.7600183361725041,4,10
6.75,-0.6431400137302652,0.08918077083347906,0.7605377787148914,4,10
7.0,-0.6384144566599282,0.07539212969862952,0.7659915197357694,4,10
7.25,-0.6222819027979267,0.06899500841256331,0.7797467039137403,4,10
7.5,-0.6187459632831233,0.07248193850393025,0.7822402453923939,4,10
7.75,-0.6186109881058648,0.0731260914286057,0.7822870445987591,4,10
8.0,-0.6126510760637095,0.06856117367670274,0.7873741324567703,4,10
8.25,-0.6080040487328207,0.06478572621644518,0.7912862228063279,4,10
8.5,-0.6078769006777742,0.06541751413446288,0.791331929386683,4,10
8.75,-0.6094899776704058,0.064961727834829,0.7901278004449929,4,10
9.0,-0.6066039623774264,0.06335801480888534,0.7924754852911747,4,10
9.25,-0.6044006232067568,0.0649330272597991,0.7940299670907659,4,10
9.5,-0.6030320943496061,0.06412868546897241,0.795135085934679,4,10
9.75,-0.5985821506249863,0.05907905820865958,0.7988798869882405,4,10
10.0,-0.5994317186657098,0.052176193235670604,0.7987235188204407,4,10
10.25,-0.6154055294057674,-0.013690072198737947,0.7880917562695354,4,10
10.5,-0.6574259129220508,-0.17880128278226912,0.7319981354443624,3,10
10.75,-0.6626001387497726,-0.2175612428300955,0.7166785623604257,3,10
11.0,-0.668256643940796,-0.24889080077431358,0.7010609296765189,3,10
11.25,-0.6749164274236046,-0.24149699658709894,0.6972567795533929,3,10
11.5,-0.6957314877785334,-0.22562707524902986,0.6819458335000201,3,9
11.75,-0.7626245111746499,-0.21873391610942491,0.6087358449270597,3,9
12.0,-0.8754185036131896,-0.22127008967434264,0.4297464263343586,3,9
12.25,-0.9681378116447438,-0.20706770002051364,0.14082664972206513,3,8
12.5,-0.9809747146207193,-0.1372820592308885,-0.13726705900588507,3,7
12.75,-0.6867781885637584,-0.06379876084559945,-0.7240617638210494,4,5
13.0,-0.36277744256022165,-0.045115279816600976,-0.9307830782177634,4,4
13.25,-0.27176378044167065,-0.029237214348192462,-0.9619197642928484,4,4
13.5,-0.09701723831100144,-0.025998436334624384,-0.9949430821804134,4,4
13.75,0.09566808858949458,-0.046804376040049986,-0.9943123086883386,4,3
14.0,0.3356486901324176,-0.067765710706474,-0.9395465742925355,4,3
14.25,0.5159202417788589,-0.08520664611839725,-0.8523884863019316,4,2
14.5,0.6473371952256605,-0.10190993586857558,-0.7553601264619662,4,2
14.75,0.7310877691649446,-0.11879037786929957,-0.6718627240017817,3,1
15.0,0.7734473432056187,-0.12988572701776196,-0.6204102716793445,3,1
15.25,0.8123006469288377,-0.14172441031486532,-0.565757766645669,3,1
15.5,0.8195661938073131,-0.16744642944672355,-0.5479716664515942,3,1
15.75,0.7989383052502466,-0.19627146250152566,-0.5684849139699099,3,1
16.0,0.7866133792252933,-0.2164337589732673,-0.5782696772272141,3,1
16.25,0.784188720436143,-0.22091688853003888,-0.5798653111740101,3,1
16.5,0.7819734326356147,-0.21426068850916444,-0.585328888755418,3,1
16.75,0.7751950992701444,-0.2248438556590025,-0.5903539604677388,3,1
17.0,0.7751812216778688,-0.23837344053451398,-0.5850403203248002,3,1
17.25,0.7790557506778107,-0.2418732804434103,-0.5784197900689224,3,1
17.5,0.774584351075556,-0.24294582110542307,-0.583948979857206,3,1
17.75,0.7635677479933242,-0.23694323310037527,-0.6006847746633375,3,1
18.0,0.7730847573554338,-0.2084610361754445,-0.599069240022679,3,1
18.25,0.7993475170787303,-0.1701669864818564,-0.5762696796220951,3,1
18.5,0.8005046163196595,-0.1657236765817242,-0.5759583511601776,3,1
18.75,0.8032880963473816,-0.16839996240804467,-0.5712877444226935,3,1
19.0,0.8068997182134915,-0.1721688558387425,-0.5650404674234991,3,1
19.25,0.8072255405148523,-0.17934788046142613,-0.562335544416764,3,1
19.5,0.8057217170357036,-0.18117836215449395,-0.5639032858425747,3,1
19.75,0.8021921722998596,-0.1837750431770288,-0.5680796178407682,3,1
20.0,0.8050896471949104,-0.15268941584731058,-0.5731636784268364,3,1
20.25,0.8069548274296184,-0.11496690225512768,-0.5793155598410026,3,1
20.5,0.8058689571474559,-0.08163036806442778,-0.5864398578846244,4,1
20.75,0.8088023412651993,-0.024138548187609177,-0.5875849753485253,4,1
21.0,0.7925428250589716,0.1457796905576382,-0.5921352482908474,5,1
21.25,0.7336903378812085,0.2678693907260137,-0.6244553447700101,5,1
21.5,0.5823366135249598,0.23242815259247251,-0.7790129796291793,5,2
21.75,0.146115654234801,0.13865473559419958,-0.9795024654817559,5,3
22.0,-0.2600821779042737,0.04753850902947956,-0.9644155488666825,4,4
22.25,-0.7418095484572363,-0.01666718293632196,-0.6704034597394603,4,6
22.5,-0.9530821821905916,0.04347739119650837,-0.2995731470702368,4,7
22.75,-0.9817400236238507,0.1606381840239959,0.1018916083321581,5,8
23.0,-0.9281382337794798,0.16937237824297907,0.33147008384622706,5,8
23.25,-0.8959209566720279,0.13304694446387,0.4238208937330787,5,9
