time,x,y,z,H,W
0.0,-0.9689787117434449,-0.04959125667320736,0.24211766447243407,4,8
0.25,-0.9689787117434449,-0.04959125667320736,0.24211766447243407,4,8
0.5,-0.9756180528458942,-0.04740322758151494,0.21429500455223066,4,8
0.75,-0.9742985748536761,0.2167114253662848,0.06146905850758549,5,8
1.0,-0.9686505770157559,0.24486824923561168,0.041899882617138,5,8
1.25,-0.9612079729732429,0.27558381830859013,0.01152353153887496,5,8
1.5,-0.9554296734723683,0.2949401871159477,0.012822834027374254,5,8
1.75,-0.9347575572204205,0.3514411606577007,0.052128876976971564,6,8
2.0,-0.9162882076849513,0.38375940812349696,0.11465006382118867,6,8
2.25,-0.904935078443963,0.41596604195546805,0.08980398510934931,6,8
2.5,-0.8943033802391407,0.44745279159076606,-0.0027319206572613518,6,7
2.75,-0.874750687671918,0.4706416604151038,-0.11535883970992726,6,7
3.0,-0.8600309922519369,0.4909172706823293,-0.1390932266933267,6,7
3.25,-0.8601465721512913,0.4934862376148532,-0.12891550605384977,6,7
3.5,-0.8581013096278753,0.49730253064033136,-0.12787625046758128,6,7
3.75,-0.8570561918557797,0.500305831215206,-0.1230802959605253,6,7
4.0,-0.8594575632221587,0.4976678036977329,-0.11687366761980036,6,7
4.25,-0.8563425834658427,0.5028434875978309,-0.11758319065026449,6,7
4.5,-0.7234356897739188,0.5368210293354712,-0.43412438911507767,6,6
4.75,-0.43705757834039616,0.54194627515476,-0.7178265166884751,6,5
5.0,-0.1547734590593363,0.45534518951954234,-0.8767587665670757,6,4
5.25,-0.055706418496018706,0.3496918530012837,-0.935207144371168,6,4
5.5,0.06735555837952018,0.2513770996704967,-0.9655427398705001,5,3
5.75,0.03891848628098346,0.2575023135989595,-0.9654936094644956,5,3
6.0,-0.47797757778874117,0.3769285193194679,-0.7933866185251935,6,5
6.25,-0.9381846525897131,0.3319449579789945,-0.09809231630175175,5,7
6.5,-0.9147788500562796,0.3519845815814675,0.19820824861400166,6,8
6.75,-0.7395570003008775,0.6342038790212383,0.22547922995340908,7,8
7.0,-0.7089078277332327,0.6193742576476675,0.3373799352983969,7,9
7.25,-0.6425632639352586,0.5901808454916575,0.4886706676849139,7,9
7.5,-0.612836558987121,0.4104007462813412,0.6752796305387443,6,10
7.75,-0.5449309816257839,0.2821728881257979,0.7895750037020584,5,10
8.0,-0.38137809310953436,0.15441922790386042,0.9114304428477856,5,10
8.25,-0.3204829874855064,0.07053696373595619,0.9446243652792771,4,11
8.5,-0.1925669531782401,0.034449336213770554,0.9806789544892257,4,11
8.75,-0.08936617452829243,0.010278358899352405,0.9959458028369386,4,11
9.0,0.22732313218002903,0.05926508099827714,0.9720143228112066,4,12
9.25,0.38725115523916565,0.02734607218683651,0.9215686274509802,4,13
9.5,0.4337914562590416,0.01118530434165366,0.900943872526721,4,13
9.75,0.172732054325501,-0.03954418096767548,0.9841747279625137,4,12
10.0,-0.2033030876950184,-0.05061427911451011,0.9778067545703446,4,11
10.25,-0.4215329890946631,-0.055989132674598444,0.9050829553843478,4,10
10.5,-0.5715477588618143,-0.10585558999065653,0.8137123284108256,4,10
10.75,-0.5957485953806295,-0.14135885362661274,0.7906334710871888,3,10
11.0,-0.5465475249375125,-0.17391147920100017,0.8191706784222681,3,10
11.25,-0.47039710144637753,-0.055201690023124854,0.8807265979686533,4,10
11.5,-0.31448376869908495,0.026295017612379602,0.9488985885085852,4,11
11.75,-0.3238667454965433,0.05645339583702225,0.944416934017993,4,11
12.0,-0.3464162356640438,0.07555880513886978,0.9350329719503695,4,11
12.25,-0.41232472494452893,0.1059024809238544,0.904860754886403,4,10
12.5,-0.4551562956470932,0.13005494659415157,0.8808623373712877,5,10
12.75,-0.43249107951616694,0.13619389353471356,0.8912927069727405,5,10
13.0,-0.4338899510007225,0.1431482460497268,0.8895212701636073,5,10
13.25,-0.45969704693223784,0.14579728831516717,0.8760261273282458,5,10
13.5,-0.48350091092520614,0.1537729692563992,0.8617312475827751,5,10
13.75,-0.46674125203528166,0.15880290483373127,0.8700196785503802,5,10
14.0,-0.3942810942514124,0.15155340087206715,0.9064071852098369,5,10
14.25,-0.3500188551097348,0.12466178334328604,0.9284105992724029,5,11
14.5,-0.35383791842390955,0.106093943077839,0.9292700375712277,4,11
14.75,-0.3464384157841288,0.09102687884260395,0.9336458276012145,4,11
15.0,-0.3628781481496305,0.09577418567329282,0.9269016964889603,4,11
15.25,-0.4171478862674894,0.0816489813879527,0.9051635679924792,4,10
15.5,-0.5665049135263318,-0.035696234394884147,0.8232848606652192,4,10
15.75,-0.6133925556507961,-0.09928329806768207,0.7835128584758444,4,10
16.0,-0.6272780840733948,-0.17565995284014568,0.75872642382443,3,10
16.25,-0.6445274741988484,-0.23564151158625296,0.7273633294442321,3,10
16.5,-0.6457110369269784,-0.296690790387415,0.7035849854068644,3,10
16.75,-0.6219338759328639,-0.26650051306259365,0.7363258317514736,3,10
17.0,-0.5889621317812413,-0.2594690534344432,0.76537534428379,3,10
17.25,-0.5359245099520432,-0.2492768472038926,0.8066262908440001,3,10
17.5,-0.471896077691514,-0.23691988337865608,0.8492249765045826,3,10
17.75,-0.47639154049786125,-0.2363116138639507,0.8468812911471651,3,10
18.0,-0.5206352383144371,-0.23237834105532823,0.8215468673384636,3,10
18.25,-0.6354894912555484,-0.2194224241224043,0.7402748856310148,3,10
18.5,-0.7691047407829209,-0.14631241914295276,0.622149960789015,3,9
18.75,-0.8020750287337063,-0.07038932796637382,0.5930606973913096,4,9
19.0,-0.8099480579269208,0.07359961568870785,0.5818653109018306,4,9
19.25,-0.8318684581768229,0.16780460688323023,0.5289957298497598,5,9
19.5,-0.8420297414559764,0.23938454651374258,0.48340557857144284,5,9
19.75,-0.8431717533214039,0.25011746123779155,0.4759229454280087,5,9
20.0,-0.8523156231479362,0.24996477018668306,0.4594297467551092,5,9
20.25,-0.8525588066437155,0.2417998763755224,0.4633317396844574,5,9
20.5,-0.8553748553748555,0.2561782561782562,0.4502294502294501,5,9
20.75,-0.7829830438015143,0.29625780456802064,0.5469633135337806,5,9
21.0,-0.6251287219276114,0.2770666311732734,0.7296904569140563,5,10
21.25,-0.5449482561823717,0.23101110837916017,0.8060181548136646,5,10
21.5,-0.5389472378721519,0.1946756788924484,0.8195347795168564,5,10
21.75,-0.5420219829448186,0.17979936963025775,0.8209045965793642,5,10
22.0,-0.544257650396776,0.1686028596696933,0.8218008795905382,5,10
22.25,-0.5402921385196128,0.15384307461981564,0.8272948165227589,5,10
22.5,-0.5458667024293969,0.14330179407472943,0.8255265828511037,5,10
22.75,-0.5449419718084494,0.12842306326847974,0.8285805719314561,5,10
23.0,-0.547665771689845,0.11441826673378157,0.8288369337553699,5,10
23.25,-0.5463698214712163,0.10889986021057343,0.8304341266058547,4,10
