time,x,y,z,H,W
0.0,-0.6791345038595367,-0.31448226212854447,0.6632324121105465,3,9
0.25,-0.6807609300612221,-0.31597176342458577,0.6608527830164127,3,9
0.5,-0.6915142714661618,-0.30219670948289734,0.6561136800405343,3,9
0.75,-0.9577181825822123,0.0857962708757719,0.27461770273461117,4,8
1.0,-0.9707048392094926,0.11965372812059537,0.2083629057248818,5,8
1.25,-0.9764399423443305,0.12944737320850597,0.17265114121840566,5,8
1.5,-0.9784108248653737,0.15359541456112671,0.1382776424880562,5,8
1.75,-0.9679983601721818,0.2217207193244709,0.11755465676104009,5,8
2.0,-0.9655659537344401,0.2396036553033713,0.10135323060546207,5,8
2.25,-0.9683130298859949,0.2336830343534529,0.08810286946727297,5,8
2.5,-0.9708146485051137,0.22389176706947853,0.08597322191472723,5,8
2.75,-0.9676045055469271,0.21634665869271935,0.13013702055058246,5,8
3.0,-0.9625079974408188,0.2060140754958413,0.17645553422904664,5,8
3.25,-0.961065631080374,0.2052514453061013,0.18499918095991494,5,8
3.5,-0.9612529051066849,0.20574408248652123,0.1834726817423737,5,8
3.75,-0.9594461404361062,0.206759709635565,0.19160774011943246,5,8
4.0,-0.9584046836442107,0.20643002008132433,0.1970967000689358,5,8
4.25,-0.9568535362483347,0.21018799065902333,0.20062980524283844,5,8
4.5,-0.9559271169559271,0.20228151620228155,0.21280398321280403,5,8
4.75,-0.9537658314606066,0.2028828316827324,0.2217415056922219,5,8
5.0,-0.9519029610959516,0.20666211554900688,0.22621123458742656,5,8
5.25,-0.9516728773130037,0.20609552703554807,0.227691388336776,5,8
5.5,-0.9490926497585098,0.2038052847068088,0.24018024086079115,5,8
5.75,-0.9467796535522603,0.2104971302852498,0.24351436458890102,5,8
6.0,-0.9063088648679976,0.2213463934853797,0.36001391022111445,5,8
6.25,-0.8099040048462406,0.20093306129874855,0.551072960515333,5,9
6.5,-0.800491647689826,0.17839530434452144,0.5721785013146273,5,9
6.75,-0.7332893885304063,0.13003994042445075,0.6673651823125835,5,9
7.0,-0.6275086451540622,0.11004578405570509,0.770793633645529,4,10
7.25,-0.5956497155352292,0.09707329033420234,0.7973570045384265,4,10
7.5,-0.5393092593722156,0.07573568306606522,0.8386951943739205,4,10
7.75,-0.49531808716844994,0.07006624754208324,0.865881466182964,4,10
8.0,-0.5208171161511643,0.06741617944339134,0.8510021094411229,4,10
