time,H,W
132.25,5,4
132.5,4,4
132.75,4,4
133.0,5,4
133.25,5,4
133.5,6,6
133.75,5,8
134.0,5,9
134.25,5,9
134.5,2,13
134.75,6,10
135.0,6,10
135.25,6,10
135.5,6,10
135.75,6,10
136.0,6,10
136.25,6,10
136.5,6,10
136.75,6,10
137.0,6,10
137.25,6,10
137.5,6,10
137.75,6,10
138.0,6,10
138.25,6,10
138.5,6,10
138.75,6,10
139.0,5,10
139.25,5,10
139.5,5,10
139.75,4,10
140.0,4,10
140.25,4,10
140.5,4,10
140.75,4,8
141.0,4,6
141.25,2,10
141.5,2,9
141.75,6,4
142.0,4,3
142.25,4,3
142.5,4,3
142.75,4,3
143.0,5,4
143.25,4,4
143.5,5,4
143.75,5,4
144.0,4,4
144.25,5,4
144.5,5,4
144.75,5,4
145.0,5,4
145.25,5,6
145.5,6,8
145.75,7,10
146.0,5,9
146.25,5,9
146.5,6,10
146.75,6,10
147.0,5,10
147.25,5,10
147.5,6,10
147.75,6,10
148.0,6,10
148.25,5,9
148.5,6,9
148.75,4,8
149.0,4,8
149.25,4,8
149.5,5,8
149.75,6,8
150.0,4,6
150.25,5,7
150.5,4,9
150.75,4,8
151.0,4,9
151.25,5,10
151.5,5,10
151.75,5,10
152.0,5,10
152.25,4,10
152.5,4,10
152.75,4,11
153.0,4,11
153.25,4,11
153.5,5,10
153.75,4,10
154.0,5,8
154.25,5,8
154.5,5,8
154.75,4,6
155.0,4,6
155.25,5,4
155.5,6,4
155.75,4,2
156.0,4,2
156.25,4,2
156.5,5,2
156.75,4,2
157.0,4,2
157.25,4,2
157.5,4,2
157.75,4,2
158.0,4,2
158.25,4,2
158.5,4,2
158.75,4,2
159.0,4,2
159.25,4,2
159.5,5,2
159.75,4,2
160.0,5,2
160.25,5,2
160.5,4,2
160.75,6,4
161.0,6,4
161.25,2,8
161.5,5,5
161.75,6,6
162.0,5,6
162.25,4,7
162.5,6,9
162.75,5,9
163.0,5,9
163.25,4,8
163.5,5,9
163.75,5,10
164.0,5,10
164.25,5,10
164.5,5,10
164.75,5,10
165.0,5,10
165.25,5,10
165.5,5,10
165.75,5,10
166.0,5,10
166.25,5,10
166.5,6,9
166.75,4,8
167.0,5,8
167.25,4,6
167.5,5,3
167.75,5,2
168.0,6,2
168.25,6,2
168.5,2,7
168.75,5,0
169.0,5,9
169.25,4,0
169.5,5,9
169.75,4,0
170.0,4,0
170.25,4,0
170.5,5,9
170.75,4,0
171.0,4,0
171.25,4,0
171.5,4,0
171.75,4,0
172.0,4,0
172.25,4,0
172.5,4,1
172.75,4,0
173.0,4,0
173.25,4,0
173.5,4,0
173.75,4,0
174.0,5,9
174.25,5,9
174.5,4,0
174.75,5,9
175.0,5,9
175.25,5,9
175.5,5,9
175.75,5,9
176.0,4,2
176.25,4,2
176.5,4,2
176.75,4,2
177.0,4,2
177.25,4,2
177.5,4,2
177.75,4,2
178.0,4,2
178.25,4,2
178.5,4,2
178.75,4,2
179.0,4,2
179.25,4,2
179.5,4,3
179.75,4,2
180.0,4,2
180.25,4,2
180.5,4,2
180.75,4,2
181.0,4,2
181.25,4,2
181.5,4,2
181.75,4,2
182.0,4,2
182.25,6,3
182.5,2,8
182.75,4,9
183.0,5,9
183.25,6,8
183.5,6,9
183.75,6,8
184.0,5,9
184.25,5,9
184.5,6,10
184.75,6,10
185.0,6,10
185.25,6,10
185.5,5,10
185.75,5,10
186.0,5,10
186.25,5,10
186.5,5,10
186.75,5,10
187.0,5,10
187.25,5,10
187.5,5,10
187.75,5,10
188.0,5,9
188.25,5,9
188.5,5,9
188.75,5,9
189.0,5,9
189.25,5,9
189.5,5,9
189.75,6,10
190.0,5,10
190.25,5,10
190.5,5,10
190.75,5,10
191.0,4,9
191.25,4,9
191.5,5,9
191.75,5,9
192.0,5,9
192.25,5,8
192.5,5,8
192.75,5,8
193.0,5,8
193.25,4,8
193.5,4,8
193.75,4,8
194.0,5,8
194.25,5,8
194.5,4,8
194.75,5,8
195.0,4,8
195.25,4,8
195.5,5,8
195.75,5,8
196.0,5,8
196.25,5,8
196.5,4,8
196.75,4,8
197.0,4,9
197.25,5,3
197.5,6,4
197.75,4,2
198.0,4,2
198.25,4,2
198.5,4,2
198.75,4,2
199.0,4,2
199.25,6,4
199.5,4,3
199.75,6,3
200.0,5,9
200.25,5,9
200.5,5,9
200.75,5,9
201.0,5,9
201.25,4,9
201.5,4,8
