time,H,W
79.0,4,10
79.25,5,10
79.5,4,8
79.75,5,8
80.0,5,8
80.25,5,7
80.5,4,6
80.75,4,6
81.0,5,7
81.25,6,8
81.5,5,8
81.75,5,8
82.0,5,8
82.25,5,8
82.5,5,8
82.75,5,8
83.0,5,8
83.25,5,7
83.5,5,6
83.75,6,6
84.0,6,6
84.25,5,6
84.5,4,4
84.75,4,4
85.0,5,5
85.25,6,6
85.5,4,9
85.75,4,8
86.0,5,10
86.25,5,10
86.5,5,10
86.75,5,10
87.0,5,11
87.25,5,10
87.5,6,10
87.75,4,9
88.0,4,9
88.25,4,8
88.5,4,8
88.75,4,8
89.0,4,8
89.25,5,8
89.5,4,8
89.75,4,8
90.0,4,8
90.25,4,8
90.5,4,8
90.75,4,8
91.0,6,8
91.25,6,8
91.5,6,6
91.75,6,6
92.0,6,6
92.25,6,6
92.5,6,6
92.75,6,6
93.0,6,8
93.25,6,8
93.5,4,8
93.75,6,10
94.0,6,10
94.25,5,10
94.5,5,10
94.75,5,10
95.0,5,10
95.25,5,10
95.5,4,9
95.75,4,8
96.0,5,8
96.25,6,8
96.5,6,8
96.75,5,6
97.0,6,7
97.25,6,7
97.5,6,7
97.75,6,7
98.0,6,7
98.25,6,7
98.5,6,7
98.75,6,7
99.0,6,7
99.25,6,7
99.5,6,7
99.75,6,7
100.0,4,6
100.25,6,7
100.5,6,7
100.75,6,7
101.0,6,7
101.25,5,6
101.5,6,6
101.75,6,6
102.0,6,6
102.25,6,6
102.5,5,7
102.75,6,6
103.0,6,6
103.25,6,6
103.5,6,6
103.75,6,6
104.0,6,6
104.25,6,6
104.5,6,6
104.75,6,6
105.0,6,6
105.25,6,6
105.5,6,6
105.75,6,6
106.0,6,6
106.25,5,5
106.5,5,5
106.75,6,6
107.0,6,6
107.25,6,6
107.5,6,6
107.75,6,6
108.0,6,6
108.25,6,8
108.5,6,8
108.75,6,8
109.0,5,9
109.25,5,9
109.5,5,9
109.75,4,8
110.0,6,9
110.25,4,8
110.5,4,8
110.75,5,9
111.0,5,9
111.25,6,10
111.5,6,10
111.75,5,10
112.0,4,10
112.25,4,10
112.5,6,11
112.75,6,12
113.0,5,12
113.25,4,1
113.5,4,1
113.75,4,0
114.0,4,0
114.25,4,1
114.5,4,0
114.75,4,0
115.0,4,0
115.25,4,0
115.5,4,0
115.75,4,0
116.0,4,0
116.25,4,0
116.5,4,0
116.75,4,0
117.0,4,0
117.25,4,0
117.5,4,0
117.75,4,0
118.0,4,0
118.25,4,1
118.5,4,1
118.75,4,1
119.0,4,1
119.25,6,11
119.5,4,10
119.75,4,10
120.0,5,10
120.25,5,10
120.5,5,10
120.75,5,10
121.0,6,9
121.25,6,9
121.5,6,9
121.75,6,10
122.0,5,10
122.25,4,10
122.5,4,10
122.75,6,11
123.0,6,12
123.25,5,10
123.5,5,10
123.75,5,11
124.0,5,11
124.25,5,11
124.5,5,11
124.75,5,11
125.0,6,12
125.25,5,11
125.5,5,11
125.75,4,11
126.0,4,10
126.25,4,10
126.5,5,9
126.75,6,9
127.0,6,9
127.25,4,8
127.5,6,9
127.75,6,10
128.0,5,10
128.25,5,10
128.5,5,10
128.75,5,10
129.0,5,10
129.25,5,10
129.5,5,10
129.75,6,9
130.0,6,9
130.25,4,8
130.5,5,8
130.75,4,7
131.0,4,6
131.25,4,6
131.5,5,8
131.75,6,8
132.0,6,8
132.25,5,8
132.5,6,10
132.75,6,10
133.0,6,11
133.25,6,11
133.5,4,10
133.75,4,10
134.0,4,10
134.25,4,10
134.5,5,10
134.75,5,10
135.0,5,10
135.25,5,10
135.5,5,10
135.75,5,10
136.0,5,10
136.25,5,10
136.5,5,10
136.75,5,10
137.0,6,10
137.25,6,10
137.5,6,10
137.75,4,8
138.0,6,10
138.25,6,9
138.5,4,8
138.75,4,8
139.0,4,9
139.25,5,10
139.5,5,10
139.75,5,11
140.0,4,10
140.25,4,10
140.5,4,10
140.75,6,11
141.0,6,11
141.25,5,12
141.5,4,12
141.75,3,11
142.0,4,0
142.25,4,11
142.5,4,12
142.75,3,11
143.0,5,3
143.25,5,3
143.5,5,3
143.75,5,3
144.0,5,3
144.25,5,3
144.5,5,3
144.75,5,3
145.0,5,3
145.25,5,3
145.5,5,3
145.75,5,3
146.0,5,3
146.25,5,3
146.5,2,6
146.75,6,3
147.0,6,3
147.25,5,2
147.5,5,2
147.75,2,7
148.0,5,3
148.25,5,3
148.5,5,3
148.75,5,3
149.0,5,3
149.25,5,3
149.5,5,3
149.75,5,3
150.0,5,3
150.25,5,2
150.5,5,11
150.75,5,11
151.0,5,11
151.25,5,10
151.5,4,1
151.75,4,1
152.0,3,1
152.25,4,10
152.5,6,11
152.75,6,11
153.0,4,10
153.25,6,11
153.5,6,11
153.75,6,12
154.0,6,12
154.25,5,9
154.5,5,9
154.75,5,9
155.0,5,9
155.25,5,10
155.5,5,10
155.75,4,10
156.0,4,10
156.25,5,2
156.5,1,6
156.75,5,10
157.0,5,10
157.25,5,9
157.5,1,6
157.75,1,6
158.0,4,10
158.25,4,11
158.5,4,11
158.75,1,6
159.0,5,9
159.25,1,6
159.5,5,2
159.75,5,9
160.0,2,7
160.25,1,7
160.5,4,9
160.75,4,9
161.0,6,2
161.25,5,2
161.5,5,9
161.75,6,9
162.0,5,9
162.25,1,6
162.5,6,9
162.75,6,9
163.0,5,9
163.25,5,9
163.5,1,7
163.75,5,10
164.0,6,2
164.25,1,7
164.5,2,8
164.75,5,10
165.0,5,9
165.25,5,9
165.5,6,9
165.75,1,6
166.0,5,2
166.25,5,3
166.5,1,6
166.75,2,7
167.0,2,7
167.25,1,6
167.5,1,6
167.75,1,6
168.0,1,6
168.25,1,6
168.5,1,6
168.75,1,6
169.0,1,6
169.25,5,9
169.5,5,9
169.75,4,0
170.0,4,0
170.25,4,0
170.5,4,0
170.75,5,9
171.0,4,11
171.25,5,10
171.5,6,11
171.75,4,10
172.0,4,10
172.25,4,10
172.5,5,10
172.75,5,10
173.0,5,10
173.25,5,10
173.5,5,10
173.75,5,10
174.0,5,10
174.25,5,10
174.5,5,10
174.75,5,10
175.0,5,10
175.25,5,10
175.5,5,10
175.75,5,10
176.0,5,10
176.25,5,10
176.5,5,10
176.75,5,10
177.0,5,10
177.25,5,10
177.5,5,10
177.75,5,10
178.0,5,10
178.25,5,10
178.5,5,10
178.75,5,10
179.0,5,10
179.25,5,10
179.5,5,10
179.75,4,10
180.0,5,10
180.25,5,10
180.5,5,10
180.75,5,10
181.0,5,10
181.25,5,11
181.5,5,10
181.75,5,10
182.0,4,10
182.25,5,10
182.5,5,10
182.75,5,10
183.0,4,10
183.25,5,10
183.5,5,10
183.75,5,10
184.0,5,10
184.25,5,10
184.5,4,10
184.75,5,10
185.0,5,10
185.25,5,10
185.5,5,10
185.75,5,10
186.0,5,10
186.25,5,10
186.5,5,10
186.75,5,10
187.0,5,10
187.25,5,10
187.5,5,10
187.75,5,10
188.0,5,9
188.25,4,10
188.5,5,10
188.75,4,10
189.0,5,10
189.25,4,10
189.5,4,10
189.75,4,10
190.0,4,10
190.25,4,10
190.5,4,10
190.75,5,12
191.0,5,12
191.25,6,12
191.5,5,13
191.75,3,11
192.0,3,11
192.25,5,9
192.5,4,9
192.75,5,9
193.0,5,9
193.25,2,1
193.5,5,9
193.75,4,0
194.0,4,0
194.25,4,0
194.5,5,9
194.75,4,0
195.0,4,0
195.25,4,0
195.5,4,0
195.75,4,0
196.0,4,0
196.25,4,0
196.5,4,0
196.75,4,0
197.0,4,0
197.25,4,0
197.5,4,0
197.75,4,0
198.0,4,0
198.25,4,0
198.5,4,0
198.75,4,0
199.0,4,0
199.25,4,0
199.5,4,0
199.75,4,0
200.0,4,0
200.25,4,0
200.5,4,0
200.75,4,0
201.0,4,0
201.25,4,0
201.5,5,9
