time,H,W
43.75,6,11
44.0,6,11
44.25,6,11
44.5,4,10
44.75,5,10
45.0,6,10
45.25,5,11
45.5,6,11
45.75,5,13
46.0,4,12
46.25,5,12
46.5,4,11
46.75,4,10
47.0,5,10
47.25,5,10
47.5,5,10
47.75,5,10
48.0,5,10
48.25,4,11
48.5,6,11
48.75,6,11
49.0,6,11
49.25,6,12
49.5,5,11
49.75,3,10
50.0,8,14
50.25,5,11
50.5,8,14
50.75,6,14
51.0,7,13
51.25,5,11
51.5,5,11
51.75,5,10
52.0,5,10
52.25,5,10
52.5,5,10
52.75,5,10
53.0,5,10
53.25,5,10
53.5,5,10
53.75,5,10
54.0,6,11
54.25,6,11
54.5,6,11
54.75,6,11
55.0,6,11
55.25,6,10
55.5,6,10
55.75,6,10
56.0,5,10
56.25,5,10
56.5,5,9
56.75,4,10
57.0,3,10
57.25,3,9
57.5,3,10
57.75,3,9
58.0,3,9
58.25,3,9
58.5,3,9
58.75,3,9
59.0,3,9
59.25,4,5
59.5,6,6
59.75,6,6
60.0,4,8
60.25,4,6
60.5,6,8
60.75,4,6
61.0,4,6
61.25,4,6
61.5,5,8
61.75,5,8
62.0,5,8
62.25,5,8
62.5,5,8
62.75,5,8
63.0,5,8
63.25,4,6
63.5,4,7
63.75,5,8
64.0,3,12
64.25,4,11
64.5,5,11
64.75,5,11
65.0,5,11
65.25,5,11
65.5,4,10
65.75,4,10
66.0,4,10
66.25,4,10
66.5,5,11
66.75,5,11
67.0,4,10
67.25,4,10
67.5,4,10
67.75,4,10
68.0,4,10
68.25,4,10
68.5,4,10
68.75,4,10
69.0,4,10
69.25,4,10
69.5,4,10
69.75,4,10
70.0,4,10
70.25,4,10
70.5,4,10
70.75,4,10
71.0,4,10
71.25,4,10
71.5,4,10
71.75,4,10
72.0,4,10
72.25,4,10
72.5,4,10
72.75,4,10
73.0,4,10
73.25,4,10
73.5,4,10
73.75,6,11
74.0,6,11
74.25,5,12
74.5,5,12
74.75,5,11
75.0,5,11
75.25,5,11
75.5,5,12
75.75,5,12
76.0,4,12
76.25,4,12
76.5,4,12
76.75,4,12
77.0,4,12
77.25,4,12
77.5,5,12
77.75,4,12
78.0,5,12
78.25,5,12
78.5,5,12
78.75,5,12
79.0,5,11
79.25,5,11
79.5,4,10
79.75,4,10
80.0,4,10
80.25,4,9
80.5,6,10
80.75,4,8
81.0,4,8
81.25,5,8
81.5,5,8
81.75,6,8
82.0,6,8
82.25,5,9
82.5,5,9
82.75,6,9
83.0,6,9
83.25,5,9
83.5,6,10
83.75,5,9
84.0,6,10
84.25,4,8
84.5,4,8
84.75,4,8
85.0,4,8
85.25,6,10
85.5,5,10
85.75,5,10
86.0,4,10
86.25,6,12
86.5,6,11
86.75,5,12
87.0,4,13
87.25,4,12
87.5,4,12
87.75,6,13
88.0,6,14
88.25,6,12
88.5,6,12
88.75,4,12
89.0,6,13
89.25,4,12
89.5,4,12
89.75,4,12
90.0,5,12
90.25,5,12
90.5,5,11
90.75,6,11
91.0,6,11
91.25,4,10
91.5,4,10
91.75,4,10
92.0,6,11
92.25,6,12
92.5,5,12
92.75,5,13
93.0,6,12
93.25,5,12
93.5,5,12
93.75,5,12
94.0,5,7
94.25,5,6
94.5,4,8
94.75,5,8
95.0,6,8
95.25,6,8
95.5,4,6
95.75,4,6
96.0,5,6
96.25,6,6
96.5,5,5
96.75,5,5
97.0,5,5
97.25,4,4
97.5,4,4
97.75,4,4
98.0,5,6
98.25,5,6
98.5,5,6
98.75,5,6
99.0,5,5
99.25,5,5
99.5,5,5
99.75,5,5
100.0,5,5
100.25,5,6
100.5,6,6
100.75,6,6
101.0,6,6
101.25,6,6
101.5,2,12
101.75,3,12
102.0,5,10
102.25,5,10
102.5,5,10
102.75,4,8
103.0,6,8
103.25,6,6
103.5,6,6
103.75,6,6
104.0,6,6
104.25,6,6
104.5,6,6
104.75,6,6
105.0,6,6
105.25,6,6
105.5,5,6
105.75,6,6
106.0,6,7
106.25,6,7
106.5,6,7
106.75,6,7
107.0,6,7
107.25,6,8
107.5,6,8
107.75,6,8
108.0,5,9
108.25,5,9
108.5,5,9
108.75,6,9
109.0,5,9
109.25,5,8
109.5,6,8
109.75,6,8
110.0,5,8
110.25,4,7
110.5,4,6
110.75,5,6
111.0,5,5
111.25,5,6
111.5,5,6
111.75,6,6
112.0,4,4
112.25,5,4
112.5,5,4
112.75,6,4
113.0,4,3
113.25,4,2
113.5,4,2
113.75,4,2
114.0,5,3
114.25,5,2
114.5,4,2
114.75,5,3
115.0,4,3
115.25,4,3
115.5,5,6
115.75,5,3
116.0,5,9
116.25,6,10
116.5,2,13
116.75,5,11
117.0,6,11
117.25,6,11
117.5,6,11
117.75,4,10
118.0,4,10
118.25,4,10
118.5,5,11
118.75,5,11
119.0,5,10
119.25,5,10
119.5,4,10
119.75,5,10
120.0,6,10
120.25,6,10
120.5,6,10
120.75,5,9
121.0,5,9
121.25,5,9
121.5,6,9
121.75,6,9
122.0,5,9
122.25,5,9
122.5,5,9
122.75,5,9
123.0,5,9
123.25,5,9
123.5,5,9
123.75,6,10
124.0,6,10
124.25,5,10
124.5,5,10
124.75,5,10
125.0,5,10
125.25,4,10
125.5,4,10
125.75,4,10
126.0,4,10
126.25,4,10
126.5,4,10
126.75,4,11
127.0,4,10
127.25,5,9
127.5,6,10
127.75,5,9
128.0,5,9
128.25,5,9
128.5,5,9
128.75,6,8
129.0,5,8
129.25,5,8
129.5,5,8
129.75,4,8
130.0,4,8
130.25,4,8
130.5,4,8
130.75,4,7
131.0,4,6
131.25,5,6
131.5,6,6
131.75,6,6
132.0,4,6
132.25,5,8
132.5,3,11
132.75,5,9
133.0,6,8
133.25,6,10
133.5,6,10
133.75,6,10
134.0,6,10
134.25,6,10
134.5,6,10
134.75,6,10
135.0,6,10
135.25,5,10
135.5,5,10
135.75,5,10
136.0,6,11
136.25,5,10
136.5,4,10
136.75,5,10
137.0,5,10
137.25,5,10
137.5,6,11
137.75,6,11
138.0,6,11
138.25,6,11
138.5,6,11
138.75,6,11
139.0,6,11
139.25,4,11
139.5,4,10
139.75,5,11
140.0,4,10
140.25,4,10
140.5,4,10
140.75,4,11
141.0,4,11
141.25,4,10
141.5,4,10
141.75,4,10
142.0,5,10
142.25,5,10
142.5,4,9
142.75,6,10
143.0,6,10
143.25,5,10
143.5,5,10
143.75,5,10
144.0,5,10
144.25,5,10
144.5,5,10
144.75,4,10
145.0,4,10
145.25,5,10
145.5,5,10
145.75,5,10
146.0,6,10
146.25,4,9
146.5,6,8
146.75,5,8
147.0,5,8
147.25,6,8
147.5,5,9
147.75,5,8
148.0,5,9
148.25,5,9
148.5,6,10
148.75,6,10
149.0,5,10
149.25,4,10
149.5,5,10
149.75,5,11
150.0,4,10
150.25,4,10
150.5,4,10
150.75,5,10
151.0,5,10
151.25,5,10
151.5,5,10
151.75,5,10
152.0,5,10
152.25,5,10
152.5,6,10
152.75,6,10
153.0,6,10
153.25,5,10
153.5,5,10
153.75,5,10
154.0,5,10
154.25,5,10
154.5,5,10
154.75,5,10
155.0,5,10
155.25,5,10
155.5,5,10
155.75,5,9
156.0,5,9
156.25,4,8
156.5,4,8
156.75,4,8
157.0,5,9
157.25,5,9
157.5,4,9
157.75,5,9
158.0,6,10
158.25,5,10
158.5,5,10
158.75,5,10
159.0,5,10
159.25,5,9
159.5,5,8
159.75,4,8
160.0,4,6
160.25,4,6
160.5,4,5
160.75,4,4
161.0,5,4
161.25,6,4
161.5,2,8
161.75,2,8
162.0,2,8
162.25,2,8
162.5,5,5
162.75,2,8
163.0,5,5
163.25,2,9
163.5,4,8
163.75,5,9
164.0,5,9
164.25,5,9
164.5,5,10
164.75,5,10
165.0,5,10
165.25,5,10
165.5,5,10
165.75,5,10
166.0,6,10
166.25,6,10
166.5,5,9
166.75,5,9
167.0,5,9
167.25,5,9
167.5,5,9
167.75,6,10
168.0,6,10
168.25,5,10
168.5,5,10
168.75,6,10
169.0,6,10
169.25,6,10
169.5,6,10
169.75,5,10
170.0,6,10
170.25,6,10
170.5,5,10
170.75,5,10
171.0,6,10
171.25,6,10
171.5,5,9
171.75,5,9
172.0,6,10
172.25,6,10
172.5,6,10
172.75,6,11
173.0,4,10
173.25,4,10
173.5,4,10
173.75,6,9
174.0,5,9
174.25,5,9
174.5,5,9
174.75,4,8
175.0,4,8
175.25,4,8
175.5,5,9
175.75,5,9
176.0,5,9
176.25,5,9
176.5,5,9
176.75,5,9
177.0,5,9
177.25,5,9
177.5,5,9
177.75,3,13
178.0,3,13
178.25,3,13
178.5,6,10
178.75,4,10
179.0,5,10
179.25,6,10
179.5,6,10
179.75,6,10
180.0,6,10
180.25,6,10
180.5,5,10
180.75,5,10
181.0,6,10
181.25,6,10
181.5,6,10
181.75,5,10
182.0,6,10
182.25,6,10
182.5,6,10
182.75,6,10
183.0,6,10
183.25,6,10
183.5,6,10
183.75,6,10
184.0,6,10
184.25,6,10
184.5,6,10
184.75,6,10
185.0,6,10
185.25,5,9
185.5,5,9
185.75,5,9
186.0,5,9
186.25,6,10
186.5,5,10
186.75,5,10
187.0,6,9
187.25,6,9
187.5,6,10
187.75,5,10
188.0,5,9
188.25,5,9
188.5,6,9
188.75,4,8
189.0,4,8
189.25,4,8
189.5,5,9
189.75,6,9
190.0,5,10
190.25,4,10
190.5,4,10
190.75,4,10
191.0,4,10
191.25,4,10
191.5,5,12
191.75,6,13
192.0,6,12
192.25,5,12
192.5,5,12
192.75,4,11
193.0,4,10
193.25,4,10
193.5,4,10
193.75,4,10
194.0,4,10
194.25,4,10
194.5,4,10
194.75,4,10
195.0,4,10
195.25,4,10
195.5,4,10
195.75,5,10
196.0,4,10
196.25,4,10
196.5,4,10
196.75,4,10
197.0,4,10
197.25,4,10
197.5,4,10
197.75,4,10
198.0,4,10
198.25,4,10
198.5,4,10
198.75,4,10
199.0,4,10
199.25,4,10
199.5,4,10
199.75,6,12
200.0,6,12
200.25,5,12
200.5,4,12
200.75,4,12
201.0,5,12
201.25,4,10
201.5,4,10
